"Genes","YG_2h_prob","YG_2h_l2fc","YG_2h_sig","YG_training_prob","YG_training_l2fc","YG_training_sig","Old_2h_prob","Old_2h_l2fc","Old_2h_sig","Old_training_prob","Old_training_l2fc","Old_training_sig"
"4550",0.914232447213981,0.273240205006374,"TRUE",0.95051945127302,0.394074659043852,"TRUE",0.619343614699212,0.266335046920194,"FALSE",0.673851113528648,0.308447006652421,"FALSE"
"4549",0.803276090349844,0.175340063015735,"TRUE",0.953904693068617,0.345613878451161,"TRUE",0.570875395543823,0.251356927391454,"FALSE",0.805770237742234,0.468732137663315,"TRUE"
"8531",0.808084347897468,0.139734315795128,"TRUE",0.0352167877745415,-0.0247426396998572,"FALSE",0.524467801348453,0.0483664803435421,"FALSE",0.120397935143985,0.0350124861080696,"FALSE"
"347",0.878535836147645,0.942437872735013,"TRUE",0.916514168047393,0.492252956876644,"TRUE",0.72090270720467,-0.174243158036002,"FALSE",0.0903584319376759,0.0962816475906737,"FALSE"
"116729",0.925065289521155,1.53494103889174,"TRUE",0.039794872812092,-0.0466426062173247,"FALSE",0.984981038830557,0.78030012666664,"TRUE",0.489157182086325,0.300636645722683,"FALSE"
"5507",0.807348742604843,0.356252068277944,"TRUE",0.418402086708226,0.117098067219797,"FALSE",0.507043576441212,0.22445923469646,"FALSE",0.284442935566455,0.13848937914467,"FALSE"
"51676",0.991488893546574,0.541837468348351,"TRUE",0.480325468980285,-0.167020144778388,"FALSE",0.859741669394694,0.413819676745172,"TRUE",0.0447948568027616,-0.0738581425339177,"FALSE"
"283131",0.846704991791705,0.540952564257697,"TRUE",0.338842943722067,-0.274272536561657,"FALSE",0.47759132462849,0.224752257856417,"FALSE",0.454351443177189,-0.414409824204718,"FALSE"
"91624",0.822736124725021,0.394264848582742,"TRUE",0.454773764034056,-0.233956543381181,"FALSE",0.675127432527053,0.454222655688379,"FALSE",0.265792937924616,0.147046166979214,"FALSE"
"728888",0.807527484776409,0.233606973020404,"TRUE",0.882553753979818,0.227581857839588,"TRUE",0.657070674893706,0.0130420427175111,"FALSE",0.00415791665368481,0.000232796859067656,"FALSE"
"60",0.81890125305567,0.465406213315384,"TRUE",0.968609641057942,0.707315378608004,"TRUE",0.713977611038515,0.505582746265314,"FALSE",1.11050694708847e-05,-0.0148458615245289,"FALSE"
"4666",0.817089361149301,0.254096938842426,"TRUE",0.917422681106969,0.282969576057049,"TRUE",0.680314668087392,-0.00211664521557761,"FALSE",0.075208725998956,-0.064953719021474,"FALSE"
"5166",0.965886732926226,1.45467450882574,"TRUE",0.495003008249311,0.268000406406846,"FALSE",0.450382909957932,0.428981206992085,"FALSE",0.33730083181897,0.494763646714063,"FALSE"
"140458",0.984379704144369,0.695405238079072,"TRUE",0.355349558621821,-0.155734578851654,"FALSE",0.811135366253377,0.363337806647427,"TRUE",0.492800680150881,0.198707980842208,"FALSE"
"8878",0.921291464858629,0.296087009157794,"TRUE",0.139321950575137,-0.0554357496184478,"FALSE",0.41687066668004,0.114644139896473,"FALSE",0.291224679514396,-0.139410384266107,"FALSE"
"2872",0.972580249353102,0.60378288998172,"TRUE",0.556734836371402,-0.29223751503763,"FALSE",0.5576269679232,0.219179459113586,"FALSE",0.369414157567784,-0.190287162364717,"FALSE"
"114907",0.997917939696608,0.900120406986637,"TRUE",0.194680420935983,-0.0990582652440814,"FALSE",0.65819719316983,0.25394296720521,"FALSE",0.306322469097082,-0.25970847194734,"FALSE"
"5757",0.80580643472049,0.375370764963275,"TRUE",0.988217569604969,0.692622598040235,"TRUE",0.471581861394371,0.102321664032443,"FALSE",0.0592395163430917,0.0385057937902417,"FALSE"
"340359",0.921291926474088,0.401504257807328,"TRUE",0.0144290109258653,-0.000131822193562371,"FALSE",0.474170609713429,0.14832905682516,"FALSE",0.231871293993111,-0.197983566996894,"FALSE"
"26471",0.953318388778211,0.815746773392679,"TRUE",0.0350762350802065,0.00874045470535682,"FALSE",0.543901658072359,0.499273685464571,"FALSE",0.260153942127571,-0.355181550649882,"FALSE"
"84676",0.994792677697161,1.60740212180032,"TRUE",0.550713468174841,-0.30160983449658,"FALSE",0.99999999999999,1.44676825515751,"TRUE",0.116421205718825,-0.0794652422400135,"FALSE"
"2934",0.801108888485146,0.38702157131617,"TRUE",0.999999999807229,0.764594053646598,"TRUE",0.721726298496028,-0.215982921442508,"FALSE",0.31531669991272,-0.484492938252059,"FALSE"
"84808",0.982809372002737,0.699016577983163,"TRUE",0.549590953372388,-0.274155054338613,"FALSE",0.733994701310057,0.427672057992322,"FALSE",0.195032798401307,0.0822126964031736,"FALSE"
"5209",0.802775164111535,0.5590660894792,"TRUE",0.542959370948154,-0.771826850310111,"FALSE",0.667800610674848,-0.345353004821501,"FALSE",0.324947892890826,-0.688811110715579,"FALSE"
"10398",0.835623789835983,1.1849936502242,"TRUE",0.980179843003478,1.46601075059588,"TRUE",0.705520479959188,-0.27689648849835,"FALSE",0.118162384098742,-0.169370050813898,"FALSE"
"3043",0.841481704922604,0.812836580821803,"TRUE",0.00781156827930973,-0.00866578503961117,"FALSE",0.482584410081139,-1.32048210741538,"FALSE",0.340990954228237,-0.852945728092082,"FALSE"
"7763",0.926105097399391,0.395856505640026,"TRUE",0.315269517091826,-0.130513277222813,"FALSE",0.602113257257394,0.235151434406624,"FALSE",0.368372548534641,-0.282757677844085,"FALSE"
"245806",0.999325102752907,1.37298216404371,"TRUE",0.43502000382255,0.0861284289473632,"FALSE",0.990934792486129,0.771955054803479,"TRUE",0.862956990253934,0.746255935009065,"TRUE"
"4501",0.965343655589943,0.708000666627409,"TRUE",0.546467638457612,-0.412599651762936,"FALSE",0.861666905425882,1.06451674838144,"TRUE",0.00307697789444417,-0.0495477156055889,"FALSE"
"1509",0.803563967350447,0.294715806562968,"TRUE",0.158536253301914,0.0417052573363825,"FALSE",0.576401916925658,0.0614411605068533,"FALSE",0.0653558865533115,0.0345484446008357,"FALSE"
"71",0.91918852110921,0.490076530616554,"TRUE",0.954789333819758,0.477386036224475,"TRUE",0.727086058761998,0.462101553860776,"FALSE",0.0234598404300606,-0.0635746131916937,"FALSE"
"10140",0.840907590559267,0.273551402766045,"TRUE",0.337378071179274,-0.101700505206971,"FALSE",0.591411054461898,0.188989965054082,"FALSE",0.0436223410817906,-0.0457548156775848,"FALSE"
"7422",0.999657536745226,1.6225199982066,"TRUE",0.604125907565929,0.15386222970811,"FALSE",0.985074603753391,1.08657976058138,"TRUE",0.762971409796506,0.427646694093628,"FALSE"
"57467",0.803212674327696,0.410834834376206,"TRUE",0.276245363670433,-0.114686938035264,"FALSE",0.612859619819789,0.381076723696708,"FALSE",0.361343309118016,0.194557281981246,"FALSE"
"59",0.94681708283844,1.93653008604839,"TRUE",0.963269027992709,2.08816000436439,"TRUE",0.540887909134272,0.512943537317284,"FALSE",0.373521296847373,-0.870628655952287,"FALSE"
"25822",0.847400361541834,0.391478429168289,"TRUE",0.0272373972651567,-0.0545343619149216,"FALSE",0.420753391173657,0.114486621020293,"FALSE",0.110453912779072,-0.0907326377934798,"FALSE"
"729359",0.926804362765884,0.6189086081085,"TRUE",0.486017854769939,-0.360360261603371,"FALSE",0.537630999591253,0.237201646775749,"FALSE",0.254251580160153,-0.190153223549291,"FALSE"
"9351",0.916296885501668,0.573529240395003,"TRUE",0.982570319145611,0.842735411263873,"TRUE",0.816898793980129,0.631763762904973,"TRUE",0.658478295728235,0.668789718416166,"FALSE"
"11034",0.818504441162319,0.594743521513741,"TRUE",0.929839822089504,0.709248785999525,"TRUE",0.721676032804873,-0.160829621950042,"FALSE",0.279681010662941,-0.330552368997779,"FALSE"
"4144",0.80359576056946,0.216725346720077,"TRUE",0.100113861731105,-0.0616972205313116,"FALSE",0.673232066501939,0.429126080212121,"FALSE",0.137114255831907,-0.101126280145519,"FALSE"
"6535",0.952287571097389,0.680862136366011,"TRUE",0.660842937709427,0.204979261302404,"FALSE",0.541976568891942,0.265690550973194,"FALSE",0.000863859781541132,-0.0232704028201099,"FALSE"
"25798",0.804564442232362,0.3040870292981,"TRUE",0.915186434349632,0.30227190066046,"TRUE",0.69622553105335,-0.0178343817555994,"FALSE",0.319778490563292,0.16936568063834,"FALSE"
"3039",0.937449408216235,1.51496565613781,"TRUE",0.0661401204354151,0.0427836716808587,"FALSE",0.603560639584342,-1.16430207063732,"FALSE",0.34405788049022,-1.0050377052235,"FALSE"
"131377",0.824895671555501,0.494285046956334,"TRUE",0.463790734555929,-0.246955992297083,"FALSE",0.480709991224847,0.224664768417056,"FALSE",0.620589000241552,1.00166376843106,"FALSE"
"54463",0.827852947794656,0.629954739345179,"TRUE",0.119053565518512,-0.124597131573904,"FALSE",0.659920574666061,0.360191155454155,"FALSE",0.120901537348315,-0.105748291452496,"FALSE"
"79660",0.965505838253904,0.743830526473772,"TRUE",0.336887737099453,-0.253391079089441,"FALSE",0.604996083142331,0.442237805440698,"FALSE",0.336343122159435,0.226055996477499,"FALSE"
"6097",0.960323881706911,0.620646091011989,"TRUE",0.067208464957036,-0.0616070798257098,"FALSE",0.714121243982972,0.420770806610137,"FALSE",0.0655082387899072,-0.109238703720503,"FALSE"
"6876",0.903136127736023,1.78504526919444,"TRUE",0.958809174467522,1.60426077863325,"TRUE",0.720575772883757,-0.186612592333184,"FALSE",0.377279447728231,-0.992207373418351,"FALSE"
"23710",0.990026303401622,0.815684738978159,"TRUE",0.0246843188099369,0.00488592738226949,"FALSE",0.741066321991225,0.435732332711931,"FALSE",0.1098764499842,0.0684260249883862,"FALSE"
"137735",0.980488321384242,1.02186556931898,"TRUE",0.0172257010067971,-0.0601238860716161,"FALSE",1,1.2031413161202,"TRUE",0.00725241002340338,0.00356247050001298,"FALSE"
"427",0.803508956262324,0.298030175613241,"TRUE",0.0222789953111489,-0.0369318998844613,"FALSE",0.625906144506579,0.320325651337606,"FALSE",0.253908997159237,0.100232054310222,"FALSE"
"57538",0.95001678549315,0.555095096711967,"TRUE",0.85324513767781,-0.608633171844694,"TRUE",0.725798136666565,0.333314534700982,"FALSE",0.00333643684615581,-0.0360316282664748,"FALSE"
"389257",0.831635804638611,0.434586429671628,"TRUE",0.662215516701986,0.191740926779696,"FALSE",0.586321501253081,0.319904116971138,"FALSE",0.121998368569169,0.0884389960587734,"FALSE"
"7071",0.872914721334275,0.783556061292029,"TRUE",0.084713305875242,-0.147996731610329,"FALSE",0.420863410994967,0.209283744338095,"FALSE",0.000206782095952707,-0.0322947030841334,"FALSE"
"8553",0.993372682820901,2.3042654975934,"TRUE",0.00087984968666599,-0.0236757626299863,"FALSE",0.9718845240934,1.20757656865815,"TRUE",0.32176078367409,-0.284879881767155,"FALSE"
"3192",0.80644591105512,0.358885251462589,"TRUE",0.00182045811041154,-0.0237422105961916,"FALSE",0.513458846734461,0.249558948628328,"FALSE",0.113786951453407,-0.106509838631213,"FALSE"
"6009",0.965563278014111,0.507144770763272,"TRUE",0.324660983639196,0.0635264171268754,"FALSE",0.58564352485061,0.286903480701588,"FALSE",0.0887470582047225,0.0494720778040184,"FALSE"
"90523",0.807160281984728,0.352802519173727,"TRUE",0.115676333736599,0.0339941695099653,"FALSE",0.853543570609953,0.516703738868023,"TRUE",0.161991259687502,-0.153736719398653,"FALSE"
"6421",0.834812829949477,0.460960918170157,"TRUE",0.0445655475121383,0.0142970335535266,"FALSE",0.513022075086129,0.269371317736441,"FALSE",0.177133005736529,-0.170192776601721,"FALSE"
"9903",0.934998580464106,0.674374087239991,"TRUE",0.0948622497299073,0.0327759084645624,"FALSE",0.6258103285181,0.409963464738928,"FALSE",0.00690810005864384,-0.0579777281106972,"FALSE"
"23558",0.837532333628263,0.438184756256812,"TRUE",0.0449920678626524,-0.0569087923532942,"FALSE",0.473745197397938,0.222884221252882,"FALSE",0.177337964480515,0.0961695796125712,"FALSE"
"8525",0.80245873153684,0.331566358782636,"TRUE",0.61291825073672,0.149997296946778,"FALSE",0.446217908120087,0.191513108452476,"FALSE",0.387450681590998,0.200492939765081,"FALSE"
"7078",0.815138132462229,0.470249436132989,"TRUE",0.963703218678174,0.67911614593494,"TRUE",0.496922609409274,0.382925314125091,"FALSE",0.0611461576979738,0.0618930903857283,"FALSE"
"473",0.920786763951725,0.592358691200453,"TRUE",0.0214301700307377,0.00326171124579981,"FALSE",0.472997622775576,0.255109646337665,"FALSE",0.141829739954667,-0.173660418595811,"FALSE"
"5376",0.997200883677345,1.60647153164602,"TRUE",0.00939369167063819,-0.00453945716791128,"FALSE",0.739314943020137,0.894427627012595,"FALSE",0.0914773749308784,-0.164019710179742,"FALSE"
"8848",0.818820524272587,0.472079728255667,"TRUE",0.0269813025829703,-0.0649208603069007,"FALSE",0.506562924006762,0.293699630437666,"FALSE",0.1250398862074,-0.148840564832017,"FALSE"
"2040",0.828053418308376,0.524304547442469,"TRUE",0.937023137449185,0.584453131729657,"TRUE",0.518501171404197,0.309812537023537,"FALSE",0.269944654195283,0.163513454987894,"FALSE"
"64222",0.840354863526142,0.798825220259872,"TRUE",0.0273458785701415,0.0113548949675758,"FALSE",0.685318734353702,-0.0192106039658349,"FALSE",0.188989602152179,-0.477675592723829,"FALSE"
"55281",0.819389073965025,0.536069720193391,"TRUE",0.0393779131580183,-0.0873002565833629,"FALSE",0.51510288545415,0.122678197423305,"FALSE",0.0239986599530446,0.0227250471883261,"FALSE"
"64129",0.916058689988976,0.770937908038148,"TRUE",0.963634106114921,0.786279765712984,"TRUE",0.500663362756507,0.374224736689592,"FALSE",0.49015244331322,0.468248157279245,"FALSE"
"284723",0.914279658857647,0.833032242689616,"TRUE",0.803990343644683,0.426433442800942,"TRUE",0.469923069711133,0.302553125724564,"FALSE",0.237974203615725,0.173607620780409,"FALSE"
"54407",0.856109149986447,-0.984003660924354,"TRUE",0.338411671275812,-0.195934833094815,"FALSE",0.602898039831071,-0.416804425453032,"FALSE",0.347446140603987,-0.352564766038008,"FALSE"
"10974",0.836295626593561,0.940540985050436,"TRUE",0.952005552092695,1.07249033431418,"TRUE",0.714676496814414,-0.14333589071723,"FALSE",0.376565838650704,-0.904675733368888,"FALSE"
"9099",0.982413787488043,0.826470602375938,"TRUE",0.509782510343891,0.11329532505437,"FALSE",0.712766333953148,0.582709085095328,"FALSE",0.0865752325266451,0.0603475881181265,"FALSE"
"1912",0.908613179837988,0.619284856363237,"TRUE",0.61836913118577,0.186425873673392,"FALSE",0.586792246658519,0.344381617883429,"FALSE",0.269007559766457,0.153670084928352,"FALSE"
"3767",0.801962018512896,0.404015862503414,"TRUE",0.351896963775147,-0.287302346268255,"FALSE",0.46610731658984,0.165627527303916,"FALSE",0.0040557571094455,0.000191174059895472,"FALSE"
"84803",0.903110993626673,0.82910302854121,"TRUE",0.185672488198575,-0.20732811391411,"FALSE",0.423642006987339,0.237709831748902,"FALSE",0.187358580952121,-0.296528088166706,"FALSE"
"5816",0.807800003006883,2.00666373028101,"TRUE",0.213074007283472,0.32289927973783,"FALSE",0.547927650002393,0.349040892012014,"FALSE",0.34770570556372,-1.2503892600193,"FALSE"
"359948",0.803137431483643,0.413140642265123,"TRUE",0.221140140756725,0.0700346632764154,"FALSE",0.71341182822204,-0.0721348137883813,"FALSE",0.114164896638512,-0.120510042595638,"FALSE"
"1649",0.820904258907708,0.693364531531788,"TRUE",0.755393675337206,0.356976440115543,"FALSE",0.538493175537816,0.403127444726304,"FALSE",0.137861884833278,0.10279343336472,"FALSE"
"122416",0.80350190400193,0.358929833056112,"TRUE",0.000251240871305347,-0.0198297522210624,"FALSE",0.506802409049243,0.310829836398488,"FALSE",0.487111293947167,0.313695929071907,"FALSE"
"2289",0.929557687463279,1.16639853026893,"TRUE",0.0756507893260304,0.0551083799342782,"FALSE",0.979068435729957,2.09133409164461,"TRUE",0.150375464829833,0.1274221441715,"FALSE"
"396",0.807605718347147,0.406475030705549,"TRUE",0.874607263966923,0.350011471990483,"TRUE",0.490775010371316,0.115436758762365,"FALSE",0.431747213027432,0.292384544728576,"FALSE"
"4629",0.847411358241839,1.37160919006097,"TRUE",0.889593717995317,1.38644423122391,"TRUE",0.564282744386071,-1.27766534994292,"FALSE",0.779261892811688,-2.39037931227391,"FALSE"
"8869",0.807389066153108,0.536849560638809,"TRUE",0.0471700108077828,-0.0948912387523441,"FALSE",0.488257067216679,0.184415021577171,"FALSE",0.000467650720311963,-0.0382225267738649,"FALSE"
"10891",0.958512154555846,1.25121644694974,"TRUE",0.513524493535175,0.279996397912512,"FALSE",0.806796294533493,1.00571945924131,"TRUE",0.0153549121990055,0.0198472203109711,"FALSE"
"78996",0.804789353949469,0.527236536152199,"TRUE",0.017693102717897,-0.0682624980541787,"FALSE",0.607293150487129,0.0785639116634367,"FALSE",0.0404898534558166,0.038046571997577,"FALSE"
"5295",0.829596265923086,0.661479067178381,"TRUE",0.145593977623752,-0.195027676787661,"FALSE",0.568301382814566,0.105445393278726,"FALSE",0.376545804704785,0.305344185832393,"FALSE"
"7534",0.845844447766197,0.50882948574833,"TRUE",0.913919889346105,0.4634656273451,"TRUE",0.587821218661098,0.397583902580731,"FALSE",0.129043030045398,0.0996571213563421,"FALSE"
"6386",0.819308334894044,0.463398870605963,"TRUE",0.778917016164686,0.291607484070545,"FALSE",0.48596895340545,0.155116664959151,"FALSE",0.0794134762870813,0.0722101200290613,"FALSE"
"23212",0.800955620540239,0.551507503782416,"TRUE",0.0716512327018713,-0.129081462231962,"FALSE",0.415399055262348,0.249909347230269,"FALSE",3.96147703729532e-06,-0.0185256837399248,"FALSE"
"1604",0.803216598569807,0.401826361987411,"TRUE",0.615372086258408,0.207143429967314,"FALSE",0.691200860828483,-0.016752202714786,"FALSE",0.159968254364761,-0.21280447078243,"FALSE"
"3489",0.802493978744071,1.21384377194318,"TRUE",0.804553853773562,0.502209269199458,"TRUE",0.569081374230125,-0.883370486427551,"FALSE",0.503591581634984,-1.6866658215843,"FALSE"
"4627",0.822787670425391,0.672418761789461,"TRUE",0.97411976439588,0.898161310829406,"TRUE",0.571258353303968,0.451898778952845,"FALSE",0.588745107200534,0.767672216677842,"FALSE"
"10560",0.996540282451344,1.61700441657207,"TRUE",0.536246204908051,0.216772414545336,"FALSE",0.999996112457899,1.45880039661446,"TRUE",0.292915710821436,0.224898669285525,"FALSE"
"81",0.841645903314274,0.730319104184826,"TRUE",0.950286347391634,0.825002858797622,"TRUE",0.607044002055121,0.501151008761945,"FALSE",0.38973885082222,0.325978880181892,"FALSE"
"29982",0.806241528254339,0.604727243225915,"TRUE",0.559167844129279,0.225762549497489,"FALSE",0.582376449757853,0.1121880536408,"FALSE",0.0743616514119869,0.0778365488500228,"FALSE"
"3397",0.921103892076546,0.882319775933107,"TRUE",0.962771366893302,0.902864611342616,"TRUE",0.696230484787235,0.760808611003404,"FALSE",0.400816688554214,0.408489747261428,"FALSE"
"3727",0.819633344568308,0.476161991697181,"TRUE",0.757434841680594,0.308811426037431,"FALSE",0.420848670607996,0.183220552000013,"FALSE",0.0834086208349812,0.0898994619076987,"FALSE"
"10397",0.838681126590851,0.77261046126938,"TRUE",0.958996232204533,0.804774840819926,"TRUE",0.530116964854073,0.187550672124147,"FALSE",0.00501474827883375,-0.0783344658292218,"FALSE"
"7791",0.91463937012015,0.759663580233456,"TRUE",0.929757106465527,0.591075896171147,"TRUE",0.849872082891257,0.759285438765769,"TRUE",0.0868830957116959,0.0716825688907757,"FALSE"
"7171",0.911106787450419,1.0749055899768,"TRUE",0.97807748316589,1.18256205313539,"TRUE",0.98549430247182,1.17176728880911,"TRUE",0.454866271157069,0.439893260469399,"FALSE"
"800",0.802961509449651,0.679588409672956,"TRUE",0.95308541159062,1.02028478813647,"TRUE",0.425160080742581,0.331869844026068,"FALSE",0.120671923795912,0.128625103256789,"FALSE"
"754",0.833101752666134,0.54341001127665,"TRUE",0.896013836313432,0.443205028949691,"TRUE",0.428388556880383,0.278699585004467,"FALSE",0.387080382275529,0.300105194811073,"FALSE"
"4478",0.807658655609411,0.596407979560341,"TRUE",0.969472634956545,0.979079057870066,"TRUE",0.596984457334772,0.513438147478534,"FALSE",0.48730746186947,0.512814616386866,"FALSE"
"3475",0.965886641950568,1.12319719477422,"TRUE",0.162591755699791,-0.199153119957959,"FALSE",0.646290998672404,0.741580547528993,"FALSE",0.00406024786387416,0.000238245404040661,"FALSE"
"4162",0.802586896791008,0.813899948014032,"TRUE",0.969586389731322,1.38859411328136,"TRUE",0.421217351635326,0.2622210403424,"FALSE",0.463283058578166,0.512677799173008,"FALSE"
"4256",0.800272086660873,0.77189896756276,"TRUE",0.969711324306693,1.22376037639539,"TRUE",0.562898424611852,-0.911784604762183,"FALSE",0.343971528900891,-0.911522938843104,"FALSE"
"94274",0.914357992620947,1.18625218139915,"TRUE",0.958594566660812,1.17279562924736,"TRUE",0.551318109261838,0.165698461409635,"FALSE",0.139817720793613,-0.26637011839705,"FALSE"
"1465",0.921281999932842,1.37869893083787,"TRUE",0.962619660306538,1.18666317757117,"TRUE",0.593441866118836,0.602888315501873,"FALSE",0.0288093215387607,-0.146423282996508,"FALSE"
"9564",0.831330729060018,0.655024240820247,"TRUE",0.636431588588044,0.266669450335141,"FALSE",0.538228153706894,0.516355805452842,"FALSE",0.119130231489933,0.102744598965294,"FALSE"
