"","TwoHour_mean","xBaseline_mean","theta","prob","log2FC","threshold"
"1375",53.7766666666667,51.1283333333333,0.248143116075932,0.723700674427351,0.0728573346537827,"FALSE"
"51300",33.165,33.405,-0.030408902990129,0.774714709957531,-0.0104025329715639,"FALSE"
"1725",42.425,40.8033333333333,0.174496143811254,0.741637870283525,0.056227645143841,"FALSE"
"7917",50.4933333333333,45.9266666666667,0.464339616601849,0.711217304982388,0.13676084319057,"FALSE"
"58515",42.8066666666667,43.5266666666667,-0.0671811599772334,0.780713494040054,-0.0240640427608904,"FALSE"
"100507602",44.1066666666667,46.25,-0.192372350473325,0.78829751514327,-0.0684566318409182,"FALSE"
"83606",34.99,32.525,0.26246218683376,0.720427690692664,0.105393607634692,"FALSE"
"653635",31.5133333333333,31.045,0.0534004241052908,0.76293024908812,0.0216014322788255,"FALSE"
"11222",30.1133333333333,31.24,-0.162302572469879,0.788857484469367,-0.0529920404256196,"FALSE"
"29081",34.81,37.8266666666667,-0.347774840121431,0.753228299921874,-0.11990183582952,"FALSE"
"4144",58.155,50.0433333333333,0.870443329830318,0.80359576056946,0.216725346720077,"TRUE"
"84967",43.9616666666667,46.2833333333333,-0.270300408720805,0.781773360664771,-0.0742466888084571,"FALSE"
"5036",44.8633333333333,43.7083333333333,0.143941947472447,0.748220091143274,0.037628449282724,"FALSE"
"5217",82.2216666666667,84.4783333333333,-0.125233859466649,0.78713857630761,-0.0390627559412453,"FALSE"
"6301",34.6683333333333,34.4033333333333,0.0397649019173223,0.764898282774646,0.0110701270179745,"FALSE"
"23117",55.38,44.4533333333333,0.679398097961892,0.746329575912481,0.31707345010167,"FALSE"
"51522",47.3583333333333,46.9416666666667,0.038270311913728,0.765102231292971,0.0127492438117816,"FALSE"
"6535",41.2316666666667,25.72,1.84250614121524,0.952287571097389,0.680862136366011,"TRUE"
"7390",40.7633333333333,46.0233333333333,-0.653620830013923,0.609369756621508,-0.175093447871691,"FALSE"
"23451",36.1466666666667,38.765,-0.334938913887586,0.757693348169794,-0.100892052467231,"FALSE"
"23171",43.9,48.0066666666667,-0.374303850486891,0.743443157625469,-0.129013826470801,"FALSE"
"6396",41.535,40.4866666666667,0.143345346428099,0.748332780319164,0.0368806859591698,"FALSE"
"3029",49.1466666666667,46.9783333333333,0.221409396294628,0.729595413574821,0.0650980389830733,"FALSE"
"4676",37.095,38.0866666666667,-0.136129911196433,0.787945501484631,-0.0380612887516983,"FALSE"
"9455",37.83,42.7,-0.445469410006567,0.710786253733196,-0.174705293458477,"FALSE"
"9637",84.3366666666667,81.89,0.0843095119145506,0.758158176842382,0.0424727136076805,"FALSE"
"56851",23.145,23.8233333333333,-0.09665033211031,0.784317108085916,-0.0416747249223583,"FALSE"
"51635",29.7783333333333,30.1133333333333,-0.0385057938441089,0.776113830065202,-0.0161394032249981,"FALSE"
"84545",39.1316666666667,37.4683333333333,0.171786892241724,0.742286507459852,0.062664752611645,"FALSE"
"5281",34.5716666666667,35.5783333333333,-0.112803321934959,0.78599713617098,-0.0414087729416534,"FALSE"
"51094",46.6116666666667,50.5583333333333,-0.428812708199745,0.719160785299724,-0.117257806117671,"FALSE"
"10791",59.83,60.4416666666667,-0.0506861471307314,0.778176575348657,-0.0146743800807342,"FALSE"
"53632",31.185,31.3466666666667,-0.0128082541559926,0.771800511154137,-0.00745977935233887,"FALSE"
"57157",30.6266666666667,33.3133333333333,-0.290519890509396,0.775332841828524,-0.121311361357964,"FALSE"
"3679",44.7083333333333,44.6233333333333,0.00793710609232833,0.768894821080749,0.00274547918022109,"FALSE"
"84263",59.0783333333333,61.0666666666667,-0.150664134487847,0.788638317017718,-0.0477559709846712,"FALSE"
"25798",54.3466666666667,44.0183333333333,0.937064407667101,0.804564442232362,0.3040870292981,"TRUE"
"89",316.243333333333,286.851666666667,0.148139289342191,0.747411496367966,0.14073016657615,"FALSE"
"2873",53.0716666666667,56.465,-0.275639978695519,0.780353196781772,-0.0894150297436039,"FALSE"
"79921",24.385,23.0033333333333,0.198580952269932,0.735451434729338,0.084151040116033,"FALSE"
"23095",44.3983333333333,47.4,-0.285483783859407,0.777189114946867,-0.094381538783858,"FALSE"
"10480",33.16,32.9366666666667,0.0288951036825605,0.766327022234279,0.00974945136886106,"FALSE"
"7203",39.295,40.6416666666667,-0.157304583194931,0.788797797909781,-0.0486138147206301,"FALSE"
"10694",39.2316666666667,39.2433333333333,-0.00129402486732913,0.770109154179804,-0.000428963167064788,"FALSE"
"10540",34.1816666666667,33.09,0.156796807304828,0.745649051101349,0.046827451563526,"FALSE"
"2876",37.0983333333333,35.1833333333333,0.222227963798086,0.729398049487081,0.0764622014410119,"FALSE"
"64965",30.4166666666667,31.5316666666667,-0.151993204681222,0.788677056739278,-0.0519393702888594,"FALSE"
"11171",37.2483333333333,34.9716666666667,0.311947514812206,0.708779246102352,0.0909893209199506,"FALSE"
"3039",56.02,19.6016666666667,2.05043515758287,0.937449408216235,1.51496565613781,"TRUE"
"9124",93.38,93.815,-0.0139711128861921,0.771981502351361,-0.00670502387789057,"FALSE"
"51020",27.67,30.1133333333333,-0.364147023004472,0.747364520673607,-0.122079769106405,"FALSE"
"29959",36.1633333333333,36.3966666666667,-0.0287522153732772,0.774430042923408,-0.00927866602071452,"FALSE"
"4782",57.4883333333333,48.5133333333333,0.72468661770975,0.773361356081594,0.244887895638456,"FALSE"
"54749",33.2,37.8933333333333,-0.486678830961692,0.68627776709884,-0.190760812287337,"FALSE"
"6741",20.3466666666667,20.105,0.0305796324684797,0.766113708440843,0.0172381253130137,"FALSE"
"818",40.0116666666667,44.2833333333333,-0.579626314705139,0.635427702368139,-0.146343097293736,"FALSE"
"29109",42.805,43.76,-0.108737580119119,0.785589552054125,-0.0318334122075658,"FALSE"
"1632",46.4166666666667,45.365,0.114702951039363,0.753274445516757,0.0330632629843171,"FALSE"
"51406",28.965,24.93,0.561558560058225,0.727913891997783,0.216427782180306,"FALSE"
"158427",29.3216666666667,28.9633333333333,0.0509995990699291,0.763287947944147,0.0177394608024832,"FALSE"
"101059953",50.9033333333333,44.665,0.440074506419923,0.707752827309714,0.188615370313652,"FALSE"
"100616387",15.7516666666667,33.8016666666667,-0.903981980127419,0.418514213382806,-1.10158989688488,"FALSE"
"2665",36.1566666666667,35.0666666666667,0.154669492592148,0.746094265968401,0.044161381027026,"FALSE"
"10490",25.7233333333333,26.885,-0.171578799046417,0.788839629174162,-0.0637238665885614,"FALSE"
"10527",30.0866666666667,31.7883333333333,-0.240548062104404,0.786094098286258,-0.0793730999310857,"FALSE"
"64114",41.7733333333333,41.0133333333333,0.0858303224310977,0.757918739376691,0.0264892664092272,"FALSE"
"3336",29.375,25.2916666666667,0.460128280395537,0.710688810613765,0.215926741030474,"FALSE"
"10959",31.04,32.2116666666667,-0.163978480814744,0.788866266016682,-0.0534547517373895,"FALSE"
"26001",33.75,37.2883333333333,-0.47309152317035,0.695351144024229,-0.143836812634584,"FALSE"
"84191",22.975,23.935,-0.123381877700467,0.786981408200494,-0.0590569445433696,"FALSE"
"2079",30.4266666666667,31.2533333333333,-0.108748651228237,0.785590685248745,-0.0386737781335662,"FALSE"
"51138",34.385,36.6183333333333,-0.278968203210148,0.779357686002235,-0.0907867834326164,"FALSE"
"2280",43.6716666666667,44.2966666666667,-0.0596349005493337,0.779600673913401,-0.0205005492037829,"FALSE"
"9454",29.96,26.01,0.392118273108049,0.700384535568224,0.20397122451576,"FALSE"
"1291",33.1433333333333,27.3916666666667,0.477723545584677,0.713139309574564,0.274981655826291,"FALSE"
"7251",29.8766666666667,29.8,0.0109461532502401,0.768519332345987,0.00370686523997123,"FALSE"
"3297",44.6633333333333,41.3366666666667,0.337589105704971,0.70464509473373,0.111668870561238,"FALSE"
"2745",25.91,27.1433333333333,-0.12760266273156,0.787332413526347,-0.067088886085269,"FALSE"
"845",54.4116666666667,56.2666666666667,-0.100125156697677,0.784691268121386,-0.0483644783981975,"FALSE"
"65993",41.3366666666667,41.31,0.00333205394555107,0.769486609040752,0.000930996267454561,"FALSE"
"10241",31.275,29.4633333333333,0.27159993878128,0.718130451065495,0.0860892255235353,"FALSE"
"11066",34.735,35.5933333333333,-0.113414292061658,0.786057133591913,-0.0352169509502538,"FALSE"
"9550",49.9933333333333,52.2033333333333,-0.209685736041724,0.787544387121895,-0.0624062072504646,"FALSE"
"8678",30.7783333333333,34.125,-0.473292392447572,0.695226876228279,-0.148913935121274,"FALSE"
"5504",30.8283333333333,32.2966666666667,-0.186670503648604,0.788503669014161,-0.067128376909522,"FALSE"
"131377",84.2966666666667,59.8433333333333,1.28845163336431,0.824895671555501,0.494285046956334,"TRUE"
"5706",25.6233333333333,25.905,-0.0377742680510581,0.775987889030119,-0.0157724158453461,"FALSE"
"9520",32.245,33.0783333333333,-0.101763569311062,0.784865231491783,-0.0368110759581525,"FALSE"
"58528",31.6133333333333,29.8966666666667,0.23466512613674,0.726587169773488,0.0805485222087901,"FALSE"
"55651",29.815,28.5883333333333,0.14612538706696,0.747803023213022,0.0606118217886297,"FALSE"
"353116",31.9683333333333,32.8716666666667,-0.109968213407457,0.785713797553805,-0.0402010748414283,"FALSE"
"310",40.6066666666667,43.3366666666667,-0.358070219220054,0.749597894815749,-0.0938715859930003,"FALSE"
"4291",20.8916666666667,24.6033333333333,-0.318619235056383,0.763820037442796,-0.235926199116179,"FALSE"
"56963",45.7616666666667,39.905,0.482390117670786,0.713967719944239,0.197570072897219,"FALSE"
"2878",56.4166666666667,49.005,0.50857583116115,0.719348725356825,0.203192472469346,"FALSE"
"7411",33.005,35.2283333333333,-0.242348695253063,0.785967503795061,-0.0940516238921903,"FALSE"
"9093",32.97,32.08,0.118769746831466,0.752606564202485,0.0394797452154669,"FALSE"
"131118",36.45,36.2366666666667,0.0270769659797396,0.766554491803715,0.0084685634905506,"FALSE"
"6612",44.7683333333333,42.9883333333333,0.19271894071981,0.737005657367529,0.0585334317690317,"FALSE"
"54463",56.8583333333333,36.7416666666667,1.04812063838315,0.827852947794656,0.629954739345179,"TRUE"
"10449",49.795,47.2,0.232340681335006,0.727092939654672,0.0772140265345343,"FALSE"
"573",22.8,23.8666666666667,-0.157707871676982,0.788804300442602,-0.0659632623783585,"FALSE"
"1743",38.7666666666667,38.515,0.0255246182275885,0.766746435109198,0.00939626566224872,"FALSE"
"100131801",30.2766666666667,30.42,-0.0176567689525992,0.772571084452931,-0.0068137736365298,"FALSE"
"8664",34.9316666666667,32.82,0.284406626746759,0.71480251625497,0.089960239677662,"FALSE"
"3316",50.185,54.325,-0.359942293285902,0.748918192114813,-0.114360053823914,"FALSE"
"79660",42.365,25.2983333333333,1.74010473804662,0.965505838253904,0.743830526473772,"TRUE"
"5901",33.415,33.4866666666667,-0.00920938329866935,0.771249517110008,-0.00309090010151193,"FALSE"
"137872",42.4416666666667,43.0016666666667,-0.0624438273561465,0.780024892411427,-0.0189112657418583,"FALSE"
"103625684",8.16166666666667,15.8833333333333,-0.711778418501882,0.547848374562349,-0.960578018088538,"FALSE"
"101954271",8.16166666666667,15.8833333333333,-0.711778418501882,0.547848374562349,-0.960578018088538,"FALSE"
"84681",32.56,35.4483333333333,-0.368240049514925,0.745814419384015,-0.122617098572629,"FALSE"
"56647",25.08,24.1816666666667,0.124268476432647,0.751694191753568,0.0526236656343532,"FALSE"
"26156",32.685,31.1683333333333,0.218218239493803,0.730366871536098,0.0685476854911771,"FALSE"
"211",29.4366666666667,34.2283333333333,-0.511018287857621,0.666557496525353,-0.217576731956862,"FALSE"
