"","Trained_mean","xBaseline_mean","theta","prob","log2FC","threshold"
"26469",4.41333333333333,4.34,0.0296358635528091,0.0173206887805267,0.024173673641582,"FALSE"
"5029",4.095,3.865,0.108394338027617,0.0662737556390531,0.0833950377161611,"FALSE"
"147841",4.845,4.88833333333333,-0.0184060406350616,0.000678562529444315,-0.0128459996207186,"FALSE"
"100505881",3.64333333333333,4.00333333333333,-0.14673344790444,0.0245314457783425,-0.135942750033729,"FALSE"
"51222",4.73833333333333,4.74333333333333,-0.00201055913082566,0.00343054616406813,-0.00152156284895491,"FALSE"
"84954",5.52,5.1,0.172652055603353,0.113070796225551,0.114171019919311,"FALSE"
"100527963",3.43166666666667,5.45166666666667,-0.67519521449465,0.323795791871931,-0.667787929450524,"FALSE"
"5982",4.94333333333333,5.215,-0.118807972373897,0.011148610335231,-0.0771830607862914,"FALSE"
"79016",5.99166666666667,5.77,0.0896223389564602,0.0565695456309545,0.0543860459600219,"FALSE"
"170622",5.52166666666667,6.05833333333333,-0.185382169245508,0.0471094910671266,-0.133817160725942,"FALSE"
"92689",4.96,5.79666666666667,-0.317325698057505,0.12523876517453,-0.224883406198556,"FALSE"
"54676",5.615,5.185,0.177149444358705,0.117718288575425,0.114942033587375,"FALSE"
"9887",5.43666666666667,5.385,0.0217096646522754,0.0127619947043204,0.0137760314465207,"FALSE"
"54507",4.82833333333333,6.22333333333333,-0.451381677382501,0.22852815865527,-0.366162242955799,"FALSE"
"8805",4.375,4.73333333333333,-0.170617267866823,0.0378814809312441,-0.113573506951197,"FALSE"
"161424",4.825,4.80166666666667,0.0110479289023117,0.00773866786136912,0.00699368771672871,"FALSE"
"7122",6.07,4.03333333333333,0.77169916245658,0.489915900066697,0.589723874814881,"FALSE"
"613212",4.16166666666667,5.61666666666667,-0.407108443518808,0.179719507741726,-0.432552770141009,"FALSE"
"8720",5.27666666666667,5,0.118065671209747,0.0719305043360704,0.0776987547539378,"FALSE"
"23583",4.66833333333333,4.63166666666667,0.0154433802133711,0.00964687550318721,0.0113761488739444,"FALSE"
"3491",2.69666666666667,3.66166666666667,-0.4241220548952,0.1948962293085,-0.441323261993299,"FALSE"
"84245",5.64666666666667,5.45166666666667,0.0761810340259211,0.0493032075849087,0.0507021152494203,"FALSE"
"115704",5.17666666666667,5.215,-0.016580117879985,0.000862975396021315,-0.0106438288536207,"FALSE"
"84950",4.84666666666667,4.86333333333333,-0.00710566027538807,0.00228718178549914,-0.00495261399829647,"FALSE"
"221491",5.1,4.64166666666667,0.171678558356355,0.112107663639117,0.13585432535262,"FALSE"
"26145",5.94333333333333,5.755,0.0701870106768469,0.045618996671936,0.0464563687716083,"FALSE"
"7163",3.995,4.02333333333333,-0.0133685236513233,0.00125260276228933,-0.0101957671058885,"FALSE"
"6949",4.16333333333333,4.46833333333333,-0.144181388787051,0.0231823553251821,-0.101997742374604,"FALSE"
"7571",4.3,4.40833333333333,-0.0504198459795146,0.000230228374096586,-0.0358966566907716,"FALSE"
"1285",3.515,4.99833333333333,-0.583132660255839,0.265198340344867,-0.507922427075049,"FALSE"
"22878",5.02666666666667,5.26666666666667,-0.110157352375646,0.00803906878710092,-0.067288129795801,"FALSE"
"100506746",5.97666666666667,5.45666666666667,0.209397793034849,0.157037228229127,0.131321166394221,"FALSE"
"79158",5.70333333333333,4.91,0.305315632348023,0.237927209802775,0.216082329453564,"FALSE"
"55093",5.06333333333333,4.48,0.225899111482397,0.176344224720836,0.176588731723323,"FALSE"
"286451",4.14,4.27,-0.063754384596754,0.00076137319530456,-0.044605302121165,"FALSE"
"10116",4.40666666666667,4.66833333333333,-0.126575629005869,0.0144591911161366,-0.0832198065668147,"FALSE"
"55006",6.46833333333333,5.505,0.386922655692606,0.294552483845934,0.232651463499923,"FALSE"
"3486",4.42666666666667,3.735,0.214044422011216,0.162744429747255,0.245112497836532,"FALSE"
"3221",4.64,5.46166666666667,-0.339136630824721,0.132271081143099,-0.235216461694031,"FALSE"
"389177",5.42,5.38166666666667,0.0146394661773314,0.00928578849996531,0.010239816461047,"FALSE"
"4043",5.055,5.07833333333333,-0.0107054944230376,0.00164534281791495,-0.00664400206231476,"FALSE"
"57798",4.61166666666667,4.81166666666667,-0.0922550230930943,0.00369191432740923,-0.0612484636260273,"FALSE"
"81890",6.46666666666667,5.96333333333333,0.184642121608114,0.126119837267969,0.116903265022582,"FALSE"
"100506233",3.05666666666667,4.15,-0.489594706293534,0.268004738589567,-0.441152103360389,"FALSE"
"29899",5.91,4.72166666666667,0.379045486485709,0.291002041108108,0.32386193452059,"FALSE"
"6938",4.60833333333333,4.735,-0.0594735358785324,0.000555458765697181,-0.0391193510674718,"FALSE"
"79954",4.6,4.63666666666667,-0.0174884641578168,0.000770590856330133,-0.0114541528767078,"FALSE"
"6558",5.425,7.29833333333333,-0.509071278871604,0.266219344389452,-0.427943906399653,"FALSE"
"57186",5.935,5.44333333333333,0.197871804805792,0.142429543180467,0.124757644801368,"FALSE"
"200933",4.02,3.86,0.0780252636213808,0.0503730655842376,0.0585946539108481,"FALSE"
"114036",2.05666666666667,5.73166666666667,-1.78693567077931,0.819924024241153,-1.47864672137737,"TRUE"
"64428",5.82166666666667,5.00666666666667,0.334790574269255,0.260998312137249,0.217581829880593,"FALSE"
"55529",5.065,5.03166666666667,0.0136672406993055,0.00884881452933539,0.00952591800866883,"FALSE"
"7398",3.915,4.51166666666667,-0.267705199518354,0.105383459446934,-0.204648174202767,"FALSE"
"388561",4.485,4.385,0.0461383044587936,0.0285487508232107,0.0325311424745281,"FALSE"
"90865",3.74833333333333,4.03333333333333,-0.108952099728769,0.00766276643362729,-0.10572338638414,"FALSE"
"7150",4.64,4.66166666666667,-0.0101099704642485,0.00174163166202035,-0.00672104262746368,"FALSE"
"57223",5.345,5.085,0.114286696703574,0.0696507891415991,0.0719421738629904,"FALSE"
"9246",5.6,4.77833333333333,0.303998656735578,0.236905125384223,0.228919328425599,"FALSE"
"9140",5.02166666666667,5.38166666666667,-0.149932702024866,0.0262427773504944,-0.0998867680195178,"FALSE"
"728233",4.11333333333333,4.33333333333333,-0.0741867357167922,0.00146086625392616,-0.0751692287663988,"FALSE"
"6845",6.29333333333333,5.69833333333333,0.217529781858332,0.166902093891781,0.143284341928447,"FALSE"
"1120",2.43333333333333,4.42,-0.644126868983425,0.313851569341098,-0.861112406345208,"FALSE"
"55347",6.43,5.995,0.153833487110784,0.0966285321534787,0.101058983913724,"FALSE"
"399959",4.59666666666667,4.94,-0.118270363522302,0.0109357935657202,-0.103922990791853,"FALSE"
"11252",6.08333333333333,4.22833333333333,0.703658648669408,0.488775111277791,0.524772944590803,"FALSE"
"23774",5.07333333333333,5.16833333333333,-0.0439177050425523,7.55087055659409e-05,-0.0267651671090769,"FALSE"
"79813",4.03,4.34666666666667,-0.156119673154754,0.0296126783093111,-0.109129624981954,"FALSE"
"5095",6.135,4.97666666666667,0.486110031412402,0.357282650711005,0.30188358424952,"FALSE"
"80306",4.86333333333333,5.295,-0.202231095467339,0.059140078623224,-0.122685206795602,"FALSE"
"340371",4.97833333333333,4.23833333333333,0.313331629568094,0.244231413363309,0.232165775620684,"FALSE"
"112936",5.35,4.72666666666667,0.288110628799102,0.225173869637307,0.178715764770149,"FALSE"
"56957",4.64666666666667,4.775,-0.057278310678293,0.000463393302410298,-0.0393045777758443,"FALSE"
"105378853",5.46833333333333,5.15,0.104923605589636,0.0643820134751654,0.0865287557266829,"FALSE"
"83787",5.18,5.13,0.0206952481898472,0.0122315172970846,0.0139932720794999,"FALSE"
"51645",7.305,5.94333333333333,0.447693546923974,0.325022591376767,0.29761197589966,"FALSE"
"25875",5.89166666666667,4.34333333333333,0.562355699025364,0.398654361818408,0.439873131128626,"FALSE"
"55746",5.18833333333333,5.00833333333333,0.081991095809625,0.0525838451524043,0.050940585870632,"FALSE"
"3570",4.65333333333333,4.87333333333333,-0.0907827902381419,0.00344434757961665,-0.066644369742785,"FALSE"
"29110",6.35166666666667,6.36166666666667,-0.00349552363097018,0.00306870068073128,-0.00226957840339003,"FALSE"
"8833",5.96833333333333,5.795,0.0674186102489467,0.0438143665508106,0.0425194515928966,"FALSE"
"11188",5.25166666666667,4.84333333333333,0.181632064627073,0.122653582353444,0.116775051384698,"FALSE"
"9905",5.125,5.045,0.0321595716500834,0.0189043523547328,0.0226977352864513,"FALSE"
"55778",5.31833333333333,5.37166666666667,-0.0216766906387468,0.000421830327452688,-0.0143955797802332,"FALSE"
"113402",4.46166666666667,4.82333333333333,-0.144714560594387,0.0234629743554094,-0.112447782890947,"FALSE"
"64429",6.43166666666667,5.69833333333333,0.287196307007231,0.224537687584775,0.17465262110786,"FALSE"
"66035",4.86666666666667,4.74833333333333,0.0494421047252924,0.0309683053900756,0.0355127474435285,"FALSE"
"5635",4.44833333333333,5.01,-0.23052247887947,0.0814546353651721,-0.171545703774398,"FALSE"
"90987",4.78,4.13,0.291999207767574,0.227926090332653,0.210868836561303,"FALSE"
"64172",4.97666666666667,4.22833333333333,0.359328746627677,0.279108597803678,0.235090646070602,"FALSE"
"51013",5.53,5.75666666666667,-0.0910113375074724,0.00348242303580615,-0.057954196573061,"FALSE"
"389337",3.98,5.81333333333333,-0.669503396819638,0.321522124214466,-0.546597203512121,"FALSE"
"55366",3.79833333333333,4.67,-0.422831223879856,0.193622488463569,-0.298056031165521,"FALSE"
"7572",5.125,5.15,-0.0108220368589946,0.00162722580596775,-0.0070204276777725,"FALSE"
"79833",5.73666666666667,5.32333333333333,0.133325712133541,0.081873646130095,0.107882784628971,"FALSE"
"2309",3.24833333333333,4.42166666666667,-0.572002236160879,0.259759804680649,-0.444890584970806,"FALSE"
"50640",5.40833333333333,5.39833333333333,0.0040570803090383,0.00518320850143161,0.00267001009131425,"FALSE"
"100129250",3.37,3.80833333333333,-0.187429765591039,0.0484785302647913,-0.176411168042417,"FALSE"
"64149",5.54666666666667,5.10333333333333,0.185983214931087,0.127703144988306,0.120181150641304,"FALSE"
"100133331",3.63833333333333,3.78833333333333,-0.0614402605667732,0.000645717168099469,-0.0582855538270568,"FALSE"
"6385",4.02666666666667,4.54166666666667,-0.220479265533333,0.0736129832149267,-0.173635775226572,"FALSE"
"55132",4.66166666666667,5.155,-0.231795999869567,0.0824188485153492,-0.145126579613073,"FALSE"
"83869",7.62333333333333,7.045,0.161996530885517,0.103238796071125,0.11382225338088,"FALSE"
"256281",8.615,6.21333333333333,0.662345283132193,0.472997439722477,0.471483342291824,"FALSE"
"641977",6.69166666666667,6.82833333333333,-0.0313687380290333,3.62747866275992e-05,-0.0291679050756241,"FALSE"
"6908",4.72,4.32,0.180951107515087,0.121882263626059,0.127755547198373,"FALSE"
"55738",3.90166666666667,4.08166666666667,-0.08547891118969,0.0026620330774868,-0.0650678394519656,"FALSE"
"54797",5.085,5.04666666666667,0.0160789169968657,0.00994542240805718,0.0109169745929246,"FALSE"
"8495",5.52833333333333,6.19333333333333,-0.223634596106844,0.0761223225686368,-0.163871489594631,"FALSE"
"389362",6.255,5.315,0.342901372101585,0.267146813456734,0.234940192634715,"FALSE"
"65055",5.17166666666667,5.35,-0.074145748043246,0.00145730888010143,-0.0489096004809462,"FALSE"
"100529261",4.35166666666667,3.59,0.308141021207035,0.240137056887581,0.277584207768634,"FALSE"
"56926",4.525,4.30166666666667,0.104611486332084,0.0642158851340392,0.073022056597754,"FALSE"
"55769",5.02,4.73333333333333,0.0879829799323763,0.0557325549644268,0.0848308402798836,"FALSE"
"8576",4.54833333333333,4.18333333333333,0.159818428761496,0.101408682767608,0.120685030436006,"FALSE"
"85391",0.5,1.27166666666667,-0.639062412265396,0.311720629510626,-1.34672055633865,"FALSE"
"121642",4.495,3.97333333333333,0.242229396236105,0.19229546386527,0.177971285773442,"FALSE"
"51585",5.23,4.98,0.109979127212505,0.0671610004494472,0.0706652041788604,"FALSE"
"79649",5.67333333333333,5.18166666666667,0.19024820089527,0.132861751943706,0.130780420344899,"FALSE"
"25939",3.83666666666667,4.14,-0.144268439293104,0.0232281172665301,-0.109777340088251,"FALSE"
"151613",5.22333333333333,4.99666666666667,0.101160091181535,0.0624019585096202,0.0640047965247209,"FALSE"
"84668",4.37,6.135,-0.638152505320216,0.311298168647287,-0.489430064162306,"FALSE"
"84836",6.145,5.215,0.347388956645609,0.270498542652511,0.236745757852896,"FALSE"
"11020",6.90333333333333,5.26833333333333,0.63755862818642,0.461285531748813,0.389946518316013,"FALSE"
"252969",4.29166666666667,3.94666666666667,0.161234178876821,0.102590137264992,0.120903351328993,"FALSE"
"55974",4.81166666666667,4.75666666666667,0.0193426958285958,0.0115337211993567,0.0165857727602185,"FALSE"
"474344",6.28666666666667,4.43333333333333,0.692696807433293,0.486307268639206,0.503903430286545,"FALSE"
"63929",4.79833333333333,4.81,-0.00482252326904171,0.00276364727225231,-0.00350351092776395,"FALSE"
"246126",3.63,3.71166666666667,-0.0390171336714801,1.20099838407661e-05,-0.0320976040708829,"FALSE"
"10616",6.72,5.78,0.363462715786618,0.281910282892553,0.217391740278081,"FALSE"
"100506710",4.655,4.63833333333333,0.00749094041147821,0.00636173811128815,0.00517466494834245,"FALSE"
"1876",5.505,5.555,-0.0220312677967727,0.000396657277992984,-0.013044347824723,"FALSE"
"284",5.12666666666667,4.895,0.0858269945164353,0.054622333014014,0.0667122376369754,"FALSE"
"23204",6.03166666666667,5.39,0.20848831318012,0.155902786368518,0.162271428898877,"FALSE"
"11162",5.715,4.70833333333333,0.41722961604838,0.305892167140417,0.279537036745722,"FALSE"
